token,count
介護福祉士保育士自動車運転免許,31
介護職員初任者研修(旧ヘルパー2級)調理師自動車運転免許,31
准看護師介護職員初任者研修(旧ヘルパー2級)自動車運転免許,30
介護福祉士自動車運転免許サービス管理責任者研修,30
介護職員初任者研修(旧ヘルパー2級)自動車運転免許福祉用具専門相談員,28
保育士自動車運転免許,27
保育士幼稚園教諭,25
介護職員初任者研修(旧ヘルパー2級)あん摩マッサージ指圧師幼稚園教諭自動車運転免許 取得予定(1年以内)小学校教諭高等学校教諭,25
介護福祉士自動車運転免許 取得予定(1年以内),25
歯科衛生士自動車運転免許,25
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格,25
介護支援専門員(ケアマネジャー) 取得予定(1年以内)介護福祉士自動車運転免許,24
介護支援専門員(ケアマネジャー)介護職員初任者研修(旧ヘルパー2級)自動車運転免許,24
保育士幼稚園教諭自動車運転免許,24
介護職員初任者研修(旧ヘルパー2級)自動車運転免許サービス管理責任者研修,24
介護職員初任者研修(旧ヘルパー2級)社会福祉士自動車運転免許,23
介護福祉士社会福祉士社会福祉主事任用資格自動車運転免許,23
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格,23
歯科衛生士介護職員初任者研修(旧ヘルパー2級)自動車運転免許,23
介護職員初任者研修(旧ヘルパー2級)自動車運転免許児童指導員任用資格,22
准看護師介護職員実務者研修(旧ヘルパー1級,22
准看護師介護福祉士介護職員実務者研修(旧ヘルパー1級,22
基礎研修)医療事務資格(民間)自動車運転免許,22
介護福祉士介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許,21
介護福祉士社会福祉主事任用資格保育士自動車運転免許,21
介護福祉士自動車運転免許福祉用具専門相談員,21
介護福祉士保育士,21
介護支援専門員(ケアマネジャー)介護福祉士社会福祉士自動車運転免許,20
介護支援専門員(ケアマネジャー)介護職員実務者研修(旧ヘルパー1級,20
介護福祉士社会福祉士,20
介護職員初任者研修(旧ヘルパー2級)調理師,20
准看護師介護福祉士,19
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許サービス管理責任者研修,19
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士自動車運転免許,18
介護職員初任者研修(旧ヘルパー2級)保育士自動車運転免許,18
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)調剤事務資格(民間)自動車運転免許,18
介護支援専門員(ケアマネジャー) 取得予定(1年以内)介護福祉士,18
基礎研修)介護職員初任者研修(旧ヘルパー2級)保育士自動車運転免許,18
看護師准看護師,17
介護福祉士 取得予定(1年以内)介護職員初任者研修(旧ヘルパー2級),17
栄養士自動車運転免許,17
自動車運転免許福祉用具専門相談員 取得予定(1年以内),17
調剤事務資格(民間)自動車運転免許,17
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許福祉用具専門相談員,16
介護福祉士保育士幼稚園教諭,15
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許サービス管理責任者研修,15
准看護師介護職員初任者研修(旧ヘルパー2級),15
整体師自動車運転免許,15
看護師介護職員初任者研修(旧ヘルパー2級)自動車運転免許,15
介護支援専門員(ケアマネジャー)介護職員初任者研修(旧ヘルパー2級),15
基礎研修) 取得予定(1年以内)介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)自動車運転免許,15
自動車運転免許福祉用具専門相談員,15
看護師准看護師介護福祉士自動車運転免許,14
介護職員初任者研修(旧ヘルパー2級)歯科助手資格(民間)自動車運転免許,14
介護支援専門員(ケアマネジャー)介護福祉士社会福祉主事任用資格,14
理学療法士自動車運転免許,14
介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)自動車運転免許 取得予定(1年以内),14
介護福祉士自動車運転免許介護事務資格(民間),13
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許,13
介護福祉士社会福祉主事任用資格保育士幼稚園教諭自動車運転免許,13
基礎研修)自動車運転免許福祉用具専門相談員,13
介護支援専門員(ケアマネジャー)介護福祉士社会福祉士社会福祉主事任用資格自動車運転免許,13
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許 取得予定(1年以内),13
介護支援専門員(ケアマネジャー) 取得予定(1年以内)介護福祉士介護職員実務者研修(旧ヘルパー1級,13
介護福祉士介護職員初任者研修(旧ヘルパー2級)保育士幼稚園教諭自動車運転免許,12
基礎研修)自動車運転免許 取得予定(1年以内),12
自動車運転免許中学校教諭高等学校教諭,12
基礎研修)介護職員初任者研修(旧ヘルパー2級)調剤事務資格(民間)自動車運転免許,12
歯科助手資格(民間)自動車運転免許,12
看護師介護福祉士,12
登録販売者介護職員初任者研修(旧ヘルパー2級)自動車運転免許,12
基礎研修)社会福祉主事任用資格,12
社会福祉士社会福祉主事任用資格自動車運転免許福祉用具専門相談員 取得予定(1年以内)児童指導員任用資格,12
介護職員初任者研修(旧ヘルパー2級)保育士,12
介護支援専門員(ケアマネジャー)介護福祉士社会福祉士精神保健福祉士自動車運転免許,12
介護福祉士調理師自動車運転免許,12
介護福祉士サービス管理責任者研修,12
介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格自動車運転免許,11
介護福祉士医療事務資格(民間),11
介護福祉士自動車運転免許サービス管理責任者研修相談支援従事者研修,11
歯科医師その他(日本歯科麻酔学会認定医),11
歯科衛生士介護福祉士自動車運転免許,11
社会福祉士自動車運転免許,11
看護師介護職員実務者研修(旧ヘルパー1級,11
基礎研修)介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)調剤事務資格(民間)自動車運転免許,10
介護福祉士社会福祉主事任用資格自動車運転免許児童指導員任用資格,10
介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許児童指導員任用資格,10
介護職員初任者研修(旧ヘルパー2級)児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修児童指導員任用資格,10
基礎研修)介護職員初任者研修(旧ヘルパー2級)調理師自動車運転免許,10
介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格保育士幼稚園教諭自動車運転免許,10
介護職員初任者研修(旧ヘルパー2級)自動車運転免許中学校教諭高等学校教諭,10
介護福祉士介護職員初任者研修(旧ヘルパー2級)保育士自動車運転免許,9
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉士自動車運転免許,9
基礎研修)保育士自動車運転免許,9
看護師介護支援専門員(ケアマネジャー),9
柔道整復師自動車運転免許,9
登録販売者介護福祉士介護職員実務者研修(旧ヘルパー1級,9
言語聴覚士自動車運転免許,9
准看護師介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許,9
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許美容師,9
介護職員初任者研修(旧ヘルパー2級)社会福祉士,9
児童指導員任用資格中学校教諭高等学校教諭,9
自動車運転免許美容師,9
基礎研修)保育士幼稚園教諭自動車運転免許,9
介護支援専門員(ケアマネジャー)介護福祉士社会福祉士,9
介護支援専門員(ケアマネジャー)介護福祉士主任介護支援専門員自動車運転免許,9
基礎研修)介護職員初任者研修(旧ヘルパー2級)幼稚園教諭自動車運転免許,8
介護福祉士医療事務資格(民間)調剤事務資格(民間)自動車運転免許介護事務資格(民間),8
介護職員初任者研修(旧ヘルパー2級)自動車運転免許福祉用具専門相談員 取得予定(1年以内),8
基礎研修) 取得予定(1年以内)介護職員初任者研修(旧ヘルパー2級)自動車運転免許 取得予定(1年以内),8
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)保育士自動車運転免許,8
介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格保育士自動車運転免許,8
歯科技工士自動車運転免許,8
登録販売者介護職員実務者研修(旧ヘルパー1級,8
歯科衛生士介護職員実務者研修(旧ヘルパー1級,8
介護職員初任者研修(旧ヘルパー2級)調剤事務資格(民間)自動車運転免許,8
介護職員初任者研修(旧ヘルパー2級)柔道整復師自動車運転免許,8
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間),7
介護福祉士児童発達支援管理責任者研修自動車運転免許,7
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許,7
介護職員初任者研修(旧ヘルパー2級)保育士幼稚園教諭,7
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許 取得予定(1年以内),7
基礎研修)介護職員初任者研修(旧ヘルパー2級)保育士幼稚園教諭自動車運転免許,7
介護福祉士自動車運転免許福祉用具専門相談員 取得予定(1年以内),7
介護福祉士介護職員初任者研修(旧ヘルパー2級)調理師自動車運転免許,7
介護職員初任者研修(旧ヘルパー2級)整体師自動車運転免許,7
精神保健福祉士自動車運転免許,7
自動車運転免許児童指導員任用資格,7
介護職員初任者研修(旧ヘルパー2級)サービス管理責任者研修,7
基礎研修)自動車運転免許介護事務資格(民間),7
基礎研修)自動車運転免許サービス管理責任者研修,7
基礎研修)社会福祉士社会福祉主事任用資格自動車運転免許,7
介護福祉士社会福祉主事任用資格保育士幼稚園教諭,7
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格保育士幼稚園教諭自動車運転免許,7
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格自動車運転免許,7
介護職員初任者研修(旧ヘルパー2級)福祉用具専門相談員,7
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許児童指導員任用資格,7
介護支援専門員(ケアマネジャー)主任介護支援専門員自動車運転免許,7
基礎研修)調理師自動車運転免許,7
鍼灸師自動車運転免許,7
登録販売者介護福祉士自動車運転免許,7
介護福祉士社会福祉主事任用資格医療事務資格(民間)自動車運転免許,7
介護福祉士自動車運転免許美容師,6
介護支援専門員(ケアマネジャー) 取得予定(1年以内)介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許,6
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間) 取得予定(1年以内)自動車運転免許,6
介護支援専門員(ケアマネジャー)介護福祉士保育士自動車運転免許,6
看護師准看護師管理栄養士,6
基礎研修)介護職員初任者研修(旧ヘルパー2級)保育士幼稚園教諭,6
介護福祉士栄養士,6
医師介護支援専門員(ケアマネジャー)介護職員初任者研修(旧ヘルパー2級)主任介護支援専門員その他(救命士),6
介護支援専門員(ケアマネジャー)介護福祉士社会福祉主事任用資格保育士自動車運転免許,6
介護福祉士介護職員初任者研修(旧ヘルパー2級)児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修,6
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許サービス管理責任者研修 取得予定(1年以内),6
基礎研修)自動車運転免許美容師,6
准看護師介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許,6
介護福祉士柔道整復師自動車運転免許,6
介護福祉士 取得予定(1年以内)介護職員初任者研修(旧ヘルパー2級)自動車運転免許,6
介護職員初任者研修(旧ヘルパー2級)歯科助手資格(民間),6
介護福祉士調理師,6
介護職員初任者研修(旧ヘルパー2級)栄養士調理師自動車運転免許,6
薬剤師自動車運転免許,6
自動車運転免許その他(救急救命士),6
介護職員初任者研修(旧ヘルパー2級)栄養士,6
薬剤師介護職員実務者研修(旧ヘルパー1級,6
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格保育士自動車運転免許,6
基礎研修)介護職員初任者研修(旧ヘルパー2級)児童指導員任用資格,6
介護福祉士栄養士自動車運転免許,6
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許介護事務資格(民間),6
社会福祉主事任用資格自動車運転免許児童指導員任用資格,6
基礎研修) 取得予定(1年以内)介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内),6
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格自動車運転免許,6
介護職員初任者研修(旧ヘルパー2級)社会福祉士 取得予定(1年以内),6
基礎研修)介護職員初任者研修(旧ヘルパー2級)調理師,6
看護師准看護師介護職員初任者研修(旧ヘルパー2級)自動車運転免許,6
介護職員初任者研修(旧ヘルパー2級)調剤事務資格(民間),6
作業療法士自動車運転免許,6
介護支援専門員(ケアマネジャー)介護福祉士社会福祉主事任用資格主任介護支援専門員児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修児童指導員任用資格放課後児童支援員認定資格放課後児童支援員,5
学童指導員相談支援専門員児童発達支援管理責任者サービス管理責任者児童指導員管理職(介護)調理師,5
調理スタッフ,5
介護福祉士自動車運転免許その他(認知症ケア専門士),5
介護福祉士自動車運転免許その他(防火管理者),5
介護福祉士医療事務資格(民間)調剤事務資格(民間)自動車運転免許,5
看護師 取得予定(1年以内)自動車運転免許,5
介護職員初任者研修(旧ヘルパー2級)自動車運転免許中学校教諭,5
作業療法士介護福祉士自動車運転免許,5
介護職員初任者研修(旧ヘルパー2級)介護事務資格(民間),5
社会福祉士社会福祉主事任用資格自動車運転免許,5
介護職員初任者研修(旧ヘルパー2級)栄養士自動車運転免許,5
介護福祉士 取得予定(1年以内)社会福祉主事任用資格 取得予定(1年以内)自動車運転免許,5
基礎研修)調理師,5
准看護師介護支援専門員(ケアマネジャー)介護福祉士社会福祉士精神保健福祉士自動車運転免許相談支援従事者研修その他(FP),5
准看護師自動車運転免許 取得予定(1年以内),5
医療事務資格(民間)調剤事務資格(民間)自動車運転免許介護事務資格(民間),5
臨床工学技士介護福祉士,5
歯科衛生士介護福祉士介護職員実務者研修(旧ヘルパー1級,5
准看護師 取得予定(1年以内)自動車運転免許,5
介護福祉士社会福祉主事任用資格自動車運転免許介護事務資格(民間),5
介護職員初任者研修(旧ヘルパー2級)自動車運転免許放課後児童支援員認定資格,5
介護福祉士介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許介護事務資格(民間),5
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(行動援護従業者養成研修),5
社会福祉主事任用資格保育士幼稚園教諭自動車運転免許,5
社会福祉士 取得予定(1年以内)社会福祉主事任用資格,5
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格精神保健福祉士自動車運転免許,5
登録販売者医療事務資格(民間)調剤事務資格(民間)自動車運転免許,5
歯科衛生士介護福祉士,5
基礎研修)社会福祉主事任用資格自動車運転免許児童指導員任用資格,5
介護福祉士介護職員初任者研修(旧ヘルパー2級)サービス管理責任者研修,5
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(喀痰吸引),5
介護福祉士アロマセラピスト自動車運転免許,5
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(認知症実践者研修),5
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許美容師,5
自動車運転免許その他(認知症介護基礎研修),5
基礎研修)介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)自動車運転免許,5
基礎研修)児童指導員任用資格,5
介護福祉士美容師,5
基礎研修)介護職員初任者研修(旧ヘルパー2級)児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修,5
基礎研修)介護職員初任者研修(旧ヘルパー2級)サービス管理責任者研修,5
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉士保育士自動車運転免許,5
介護職員初任者研修(旧ヘルパー2級)自動車運転免許ネイリスト資格(民間)介護事務資格(民間),5
介護職員初任者研修(旧ヘルパー2級)自動車運転免許 取得予定(1年以内)福祉用具専門相談員,5
基礎研修)社会福祉主事任用資格保育士幼稚園教諭自動車運転免許,5
登録販売者自動車運転免許,5
介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格精神保健福祉士自動車運転免許,5
看護師准看護師介護福祉士,5
介護福祉士介護職員初任者研修(旧ヘルパー2級)福祉用具専門相談員,5
介護支援専門員(ケアマネジャー)主任介護支援専門員,5
医療事務資格(民間) 取得予定(1年以内)自動車運転免許,5
介護支援専門員(ケアマネジャー)介護福祉士社会福祉主事任用資格主任介護支援専門員自動車運転免許,4
介護支援専門員(ケアマネジャー)介護福祉士社会福祉士社会福祉主事任用資格,4
介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格 取得予定(1年以内)自動車運転免許,4
社会福祉士精神保健福祉士,4
介護福祉士中学校教諭,4
介護福祉士福祉用具専門相談員,4
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許中学校教諭高等学校教諭,4
介護福祉士精神保健福祉士,4
介護福祉士社会福祉主事任用資格自動車運転免許その他(喀痰吸引),4
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)調剤事務資格(民間)自動車運転免許介護事務資格(民間),4
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格,4
介護職員初任者研修(旧ヘルパー2級)歯科助手資格(民間) 取得予定(1年以内)自動車運転免許,4
医療事務資格(民間)歯科助手資格(民間) 取得予定(1年以内)調剤事務資格(民間)自動車運転免許,4
准看護師介護福祉士自動車運転免許その他(終末期ケア専門士 認知症基礎研修),4
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(喀痰吸引等研修修了),4
介護福祉士児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修,4
介護支援専門員(ケアマネジャー) 取得予定(1年以内)介護福祉士介護職員初任者研修(旧ヘルパー2級),4
看護師社会福祉主事任用資格,4
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格保育士,4
介護職員初任者研修(旧ヘルパー2級)社会福祉士 取得予定(1年以内)社会福祉主事任用資格自動車運転免許サービス管理責任者研修児童指導員任用資格,4
歯科衛生士介護職員初任者研修(旧ヘルパー2級)歯科助手資格(民間)自動車運転免許美容師,4
准看護師介護支援専門員(ケアマネジャー)介護福祉士自動車運転免許,4
社会福祉士社会福祉主事任用資格精神保健福祉士保育士自動車運転免許,4
自動車運転免許MR認定資格その他(全麺協蕎麦打ち二段)その他(普通救命講習修了証)その他(フォークリフト),4
介護支援専門員(ケアマネジャー)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許,4
看護師介護福祉士介護職員初任者研修(旧ヘルパー2級),4
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(介護福祉士実習者指導者),4
介護福祉士その他(喀痰吸引),4
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格自動車運転免許,4
看護師自動車運転免許その他(老人看護専門看護師),4
エクセル3級),4
介護福祉士アロマセラピスト,4
基礎研修)医療事務資格(民間)調剤事務資格(民間),4
臨床工学技士自動車運転免許,4
看護師社会福祉士自動車運転免許,4
基礎研修)介護職員初任者研修(旧ヘルパー2級)栄養士自動車運転免許,4
介護福祉士 取得予定(1年以内)自動車運転免許 取得予定(1年以内),4
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許サービス管理責任者研修 取得予定(1年以内),4
基礎研修)介護職員初任者研修(旧ヘルパー2級)自動車運転免許美容師その他(特定認定行為業務従事者(喀痰吸引1号,4
2号)),4
介護支援専門員(ケアマネジャー) 取得予定(1年以内)介護福祉士 取得予定(1年以内)介護職員実務者研修(旧ヘルパー1級,4
准看護師介護支援専門員(ケアマネジャー) 取得予定(1年以内)自動車運転免許,4
介護福祉士介護職員初任者研修(旧ヘルパー2級)その他(普通自動車第一種運転免許(AT限定))その他(認知症介護実践研修 ),4
管理栄養士 取得予定(1年以内)栄養士調理師 取得予定(1年以内)自動車運転免許,4
介護支援専門員(ケアマネジャー)介護福祉士その他(防火管理者,4
認知症介護実践者,4
管理者,4
計画作成担当者),4
介護職員初任者研修(旧ヘルパー2級)幼稚園教諭自動車運転免許,4
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許福祉用具専門相談員,4
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(ガイドヘルパー),4
登録販売者介護職員初任者研修(旧ヘルパー2級) 取得予定(1年以内)調剤事務資格(民間),4
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許介護事務資格(民間),4
社会福祉主事任用資格自動車運転免許児童指導員任用資格その他(日商簿記検定試験3級)その他(喀痰吸引研修 第一号 第二号研修 修了),4
基礎研修)介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格,4
介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(日商簿記2級)その他(秘書検定準1級)その他(基本情報技能者 ),4
管理栄養士 取得予定(1年以内)栄養士自動車運転免許その他(ワープロ,4
珠算,4
情報処理,4
) 取得予定(1年以内),4
アロマセラピスト自動車運転免許,4
介護福祉士保育士児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修児童指導員任用資格,4
社会福祉主事任用資格 取得予定(1年以内)自動車運転免許児童指導員任用資格 取得予定(1年以内),4
介護福祉士社会福祉主事任用資格児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修,4
介護福祉士 取得予定(1年以内)社会福祉士 取得予定(1年以内),4
介護福祉士介護職員初任者研修(旧ヘルパー2級)歯科助手資格(民間)自動車運転免許,4
社会福祉士精神保健福祉士自動車運転免許,4
看護師准看護師理学療法士作業療法士介護支援専門員(ケアマネジャー)介護福祉士,4
介護職員初任者研修(旧ヘルパー2級)社会福祉士精神保健福祉士,4
介護職員初任者研修(旧ヘルパー2級)自動車運転免許介護事務資格(民間),4
介護福祉士介護事務資格(民間),4
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士自動車運転免許,4
介護職員初任者研修(旧ヘルパー2級)社会福祉士自動車運転免許サービス管理責任者研修,4
基礎研修)社会福祉主事任用資格保育士自動車運転免許,4
基礎研修)児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修児童指導員任用資格,4
社会福祉士 取得予定(1年以内)自動車運転免許,4
介護支援専門員(ケアマネジャー)介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉士社会福祉主事任用資格精神保健福祉士自動車運転免許,4
准看護師介護支援専門員(ケアマネジャー),4
介護支援専門員(ケアマネジャー) 取得予定(1年以内)介護福祉士社会福祉士 取得予定(1年以内)社会福祉主事任用資格調理師児童発達支援管理責任者研修自動車運転免許福祉用具専門相談員サービス管理責任者研修児童指導員任用資格相談支援従事者研修主任相談支援専門員その他(医療的ケア児等コーディネーター)その他(行動援護従事者養成研修)その他(障害者職業生活相談員)その他(高次脳機能障害支援者養成研修修了)その他(精神障がい者支援の障がい特性支援技法を学研修修了)その他(障害者ピアサポート研修〔専門〕修了),4
介護職員初任者研修(旧ヘルパー2級)整体師,4
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格医療事務資格(民間)自動車運転免許,4
介護支援専門員(ケアマネジャー)介護福祉士自動車運転免許相談支援従事者研修,4
准看護師介護支援専門員(ケアマネジャー)自動車運転免許,4
児童発達支援管理責任者基礎研修修了),4
基礎研修)医療事務資格(民間),4
介護職員初任者研修(旧ヘルパー2級)児童指導員任用資格 取得予定(1年以内)放課後児童支援員認定資格 取得予定(1年以内),4
介護職員初任者研修(旧ヘルパー2級)自動車運転免許理容師,4
基礎研修)自動車運転免許その他(自動普通二輪免許),4
介護支援専門員(ケアマネジャー)介護福祉士調理師自動車運転免許,4
介護職員初任者研修(旧ヘルパー2級)鍼灸師自動車運転免許,4
介護福祉士 取得予定(1年以内)社会福祉主事任用資格 取得予定(1年以内),4
介護福祉士医療事務資格(民間) 取得予定(1年以内)自動車運転免許,4
介護職員初任者研修(旧ヘルパー2級)その他(文部科学省後援秘書技能検定3級)その他(日商PC検定文書作成BASIC)その他(手話技能検定7級),4
看護師介護福祉士自動車運転免許,4
基礎研修)児童発達支援管理責任者研修自動車運転免許サービス管理責任者研修児童指導員任用資格放課後児童支援員認定資格その他(子育て支援員)その他(強度行動障害【基礎,3
応用,3
フォローアップ】),3
介護福祉士社会福祉士社会福祉主事任用資格精神保健福祉士自動車運転免許,3
ヘルパー2級,3
介護福祉士),3
介護福祉士介護職員初任者研修(旧ヘルパー2級)社会福祉主事任用資格自動車運転免許その他(ユニットリーダー研修 修了),3
介護支援専門員(ケアマネジャー)介護職員初任者研修(旧ヘルパー2級)主任介護支援専門員自動車運転免許,3
介護福祉士自動車運転免許その他(喀痰吸引等研修 修了),3
介護職員初任者研修(旧ヘルパー2級)医療事務資格(民間)自動車運転免許福祉用具専門相談員介護事務資格(民間),3
介護支援専門員(ケアマネジャー)介護福祉士社会福祉士精神保健福祉士自動車運転免許相談支援従事者研修,3
介護福祉士介護職員初任者研修(旧ヘルパー2級)自動車運転免許その他(認知症介護実践者研修),3
准看護師介護福祉士社会福祉主事任用資格自動車運転免許福祉用具専門相談員サービス管理責任者研修相談支援従事者研修,3
准看護師介護職員初任者研修(旧ヘルパー2級)保育士幼稚園教諭自動車運転免許,3
介護福祉士社会福祉主事任用資格児童指導員任用資格,3
