municipality,persona_name,age_group,gender,employment_status,count,total_in_municipality,market_share_pct,avg_age,avg_desired_areas,avg_qualifications,national_license_rate
京都府京都市伏見区,40代・女性・就業中,40代,女性,就業中,150,1748,8.581235697940503,45.39333333333333,3.44,1.9466666666666668,0.013333333333333334
京都府京都市伏見区,40代・女性・離職中,40代,女性,離職中,49,1748,2.803203661327231,44.36734693877551,4.36734693877551,1.4285714285714286,0.02040816326530612
京都府京都市伏見区,40代・女性・在学中,40代,女性,在学中,3,1748,0.17162471395881007,43.333333333333336,34.333333333333336,1.6666666666666667,0.0
京都府京都市伏見区,30代・男性・就業中,30代,男性,就業中,70,1748,4.004576659038902,35.0,5.185714285714286,1.7857142857142858,0.014285714285714285
京都府京都市伏見区,30代・男性・離職中,30代,男性,離職中,34,1748,1.9450800915331807,34.38235294117647,8.852941176470589,1.9705882352941178,0.0
京都府京都市伏見区,30代・男性・在学中,30代,男性,在学中,3,1748,0.17162471395881007,38.333333333333336,11.666666666666666,1.6666666666666667,0.0
京都府京都市伏見区,30代・女性・就業中,30代,女性,就業中,89,1748,5.091533180778033,34.13483146067416,4.01123595505618,1.6629213483146068,0.02247191011235955
京都府京都市伏見区,30代・女性・離職中,30代,女性,離職中,42,1748,2.402745995423341,34.19047619047619,3.857142857142857,2.0,0.0
京都府京都市伏見区,30代・女性・在学中,30代,女性,在学中,4,1748,0.2288329519450801,36.0,2.0,1.25,0.0
京都府京都市伏見区,70歳以上・男性・就業中,70歳以上,男性,就業中,29,1748,1.6590389016018305,76.06896551724138,6.758620689655173,1.6551724137931034,0.034482758620689655
京都府京都市伏見区,70歳以上・男性・離職中,70歳以上,男性,離職中,27,1748,1.5446224256292906,74.11111111111111,8.37037037037037,1.3333333333333333,0.0
京都府京都市伏見区,70歳以上・女性・就業中,70歳以上,女性,就業中,21,1748,1.2013729977116705,73.14285714285714,4.761904761904762,1.619047619047619,0.09523809523809523
京都府京都市伏見区,70歳以上・女性・離職中,70歳以上,女性,離職中,29,1748,1.6590389016018305,73.72413793103448,4.793103448275862,1.1724137931034482,0.10344827586206896
京都府京都市伏見区,70歳以上・女性・在学中,70歳以上,女性,在学中,1,1748,0.057208237986270026,72.0,6.0,1.0,1.0
京都府京都市伏見区,20代・男性・就業中,20代,男性,就業中,39,1748,2.231121281464531,26.46153846153846,4.717948717948718,1.6153846153846154,0.0
京都府京都市伏見区,20代・男性・離職中,20代,男性,離職中,26,1748,1.4874141876430207,25.0,8.038461538461538,1.1153846153846154,0.0
京都府京都市伏見区,20代・男性・在学中,20代,男性,在学中,22,1748,1.2585812356979404,23.90909090909091,1.6818181818181819,0.6363636363636364,0.0
京都府京都市伏見区,20代・女性・就業中,20代,女性,就業中,75,1748,4.290617848970252,25.946666666666665,10.413333333333334,1.5066666666666666,0.04
京都府京都市伏見区,20代・女性・離職中,20代,女性,離職中,53,1748,3.0320366132723113,25.0188679245283,4.886792452830188,1.2641509433962264,0.05660377358490566
京都府京都市伏見区,20代・女性・在学中,20代,女性,在学中,35,1748,2.002288329519451,22.8,1.8285714285714285,0.2,0.0
京都府京都市右京区,40代・男性・就業中,40代,男性,就業中,67,1118,5.992844364937388,44.40298507462686,6.208955223880597,1.7761194029850746,0.029850746268656716
京都府京都市右京区,40代・男性・在学中,40代,男性,在学中,1,1118,0.08944543828264759,43.0,8.0,2.0,0.0
京都府京都市右京区,40代・男性・離職中,40代,男性,離職中,33,1118,2.9516994633273703,44.45454545454545,4.757575757575758,1.8484848484848484,0.030303030303030304
京都府京都市右京区,40代・女性・就業中,40代,女性,就業中,94,1118,8.407871198568873,44.47872340425532,3.4468085106382977,2.0,0.02127659574468085
京都府京都市右京区,40代・女性・在学中,40代,女性,在学中,1,1118,0.08944543828264759,42.0,91.0,2.0,0.0
京都府京都市右京区,40代・女性・離職中,40代,女性,離職中,44,1118,3.9355992844364938,45.43181818181818,4.2727272727272725,1.6590909090909092,0.0
京都府京都市右京区,50代・男性・就業中,50代,男性,就業中,49,1118,4.382826475849732,54.16326530612245,5.877551020408164,2.4693877551020407,0.04081632653061224
京都府京都市右京区,50代・男性・在学中,50代,男性,在学中,1,1118,0.08944543828264759,50.0,3.0,0.0,0.0
京都府京都市右京区,50代・男性・離職中,50代,男性,離職中,24,1118,2.146690518783542,55.416666666666664,8.291666666666666,1.9583333333333333,0.0
京都府京都市右京区,50代・女性・就業中,50代,女性,就業中,169,1118,15.11627906976744,54.4792899408284,3.7218934911242605,1.7396449704142012,0.04142011834319527
京都府京都市右京区,50代・女性・在学中,50代,女性,在学中,3,1118,0.26833631484794274,54.0,3.3333333333333335,1.3333333333333333,0.3333333333333333
京都府京都市右京区,50代・女性・離職中,50代,女性,離職中,47,1118,4.203935599284437,54.829787234042556,4.297872340425532,1.6808510638297873,0.02127659574468085
京都府京都市右京区,30代・男性・就業中,30代,男性,就業中,50,1118,4.47227191413238,35.26,9.18,1.62,0.02
京都府京都市右京区,30代・男性・在学中,30代,男性,在学中,1,1118,0.08944543828264759,39.0,19.0,2.0,0.0
京都府京都市右京区,30代・男性・離職中,30代,男性,離職中,27,1118,2.415026833631485,34.666666666666664,11.88888888888889,1.7037037037037037,0.037037037037037035
京都府京都市右京区,30代・女性・就業中,30代,女性,就業中,55,1118,4.919499105545618,34.836363636363636,7.109090909090909,1.7454545454545454,0.0
京都府京都市右京区,30代・女性・在学中,30代,女性,在学中,3,1118,0.26833631484794274,34.333333333333336,3.6666666666666665,1.3333333333333333,0.3333333333333333
京都府京都市右京区,30代・女性・離職中,30代,女性,離職中,32,1118,2.862254025044723,35.15625,3.59375,1.34375,0.0
京都府京都市右京区,70歳以上・男性・就業中,70歳以上,男性,就業中,14,1118,1.2522361359570662,74.57142857142857,5.714285714285714,1.4285714285714286,0.0
京都府京都市右京区,70歳以上・男性・離職中,70歳以上,男性,離職中,15,1118,1.3416815742397137,73.53333333333333,12.933333333333334,1.0,0.0
京都府京都市右京区,70歳以上・女性・就業中,70歳以上,女性,就業中,24,1118,2.146690518783542,73.70833333333333,4.666666666666667,1.7916666666666667,0.08333333333333333
京都府京都市右京区,70歳以上・女性・在学中,70歳以上,女性,在学中,1,1118,0.08944543828264759,72.0,6.0,1.0,1.0
京都府京都市右京区,70歳以上・女性・離職中,70歳以上,女性,離職中,17,1118,1.520572450805009,73.76470588235294,3.9411764705882355,1.3529411764705883,0.0
京都府京都市右京区,20代・男性・就業中,20代,男性,就業中,16,1118,1.4311270125223614,25.9375,5.0625,1.8125,0.0
京都府京都市右京区,20代・男性・在学中,20代,男性,在学中,11,1118,0.9838998211091234,22.454545454545453,1.4545454545454546,0.2727272727272727,0.0
京都府京都市右京区,20代・男性・離職中,20代,男性,離職中,9,1118,0.8050089445438283,24.555555555555557,2.888888888888889,0.7777777777777778,0.0
京都府京都市右京区,20代・女性・就業中,20代,女性,就業中,43,1118,3.8461538461538463,25.162790697674417,15.395348837209303,1.2790697674418605,0.023255813953488372
京都府京都市右京区,20代・女性・在学中,20代,女性,在学中,24,1118,2.146690518783542,22.958333333333332,2.375,0.5,0.041666666666666664
京都府京都市右京区,20代・女性・離職中,20代,女性,離職中,34,1118,3.041144901610018,24.705882352941178,4.9411764705882355,0.7941176470588235,0.058823529411764705
京都府京都市右京区,60代・男性・就業中,60代,男性,就業中,40,1118,3.5778175313059033,63.625,10.4,1.875,0.025
京都府京都市右京区,60代・男性・離職中,60代,男性,離職中,30,1118,2.6833631484794274,64.53333333333333,7.3,2.1,0.0
京都府京都市右京区,60代・女性・就業中,60代,女性,就業中,102,1118,9.123434704830053,63.80392156862745,3.4901960784313726,1.6176470588235294,0.049019607843137254
京都府京都市右京区,60代・女性・離職中,60代,女性,離職中,37,1118,3.309481216457961,64.10810810810811,4.756756756756757,1.5675675675675675,0.05405405405405406
京都府京都市山科区,40代・男性・就業中,40代,男性,就業中,51,1033,4.937076476282671,44.431372549019606,6.627450980392157,1.9607843137254901,0.058823529411764705
京都府京都市山科区,40代・男性・離職中,40代,男性,離職中,19,1033,1.8393030009680542,45.05263157894737,4.526315789473684,2.263157894736842,0.0
京都府京都市山科区,40代・男性・在学中,40代,男性,在学中,2,1033,0.1936108422071636,44.0,26.0,3.5,0.5
京都府京都市山科区,40代・女性・就業中,40代,女性,就業中,90,1033,8.712487899322362,44.833333333333336,3.7111111111111112,1.9111111111111112,0.06666666666666667
京都府京都市山科区,40代・女性・離職中,40代,女性,離職中,41,1033,3.969022265246854,45.048780487804876,5.2439024390243905,1.6341463414634145,0.04878048780487805
京都府京都市山科区,40代・女性・在学中,40代,女性,在学中,4,1033,0.3872216844143272,45.5,26.5,2.25,0.0
京都府京都市山科区,50代・男性・就業中,50代,男性,就業中,57,1033,5.517909002904163,54.50877192982456,5.4035087719298245,2.0350877192982457,0.017543859649122806
京都府京都市山科区,50代・男性・離職中,50代,男性,離職中,29,1033,2.8073572120038723,55.0,5.448275862068965,1.5517241379310345,0.034482758620689655
京都府京都市山科区,50代・男性・在学中,50代,男性,在学中,1,1033,0.0968054211035818,51.0,2.0,1.0,0.0
京都府京都市山科区,50代・女性・就業中,50代,女性,就業中,150,1033,14.52081316553727,54.70666666666666,3.8333333333333335,1.7333333333333334,0.04666666666666667
京都府京都市山科区,50代・女性・離職中,50代,女性,離職中,60,1033,5.808325266214908,54.31666666666667,4.416666666666667,1.8333333333333333,0.03333333333333333
京都府京都市山科区,50代・女性・在学中,50代,女性,在学中,3,1033,0.29041626331074544,55.666666666666664,3.3333333333333335,0.6666666666666666,0.0
京都府京都市山科区,20代・男性・就業中,20代,男性,就業中,22,1033,2.1297192642787994,25.954545454545453,3.8181818181818183,1.6363636363636365,0.045454545454545456
京都府京都市山科区,20代・男性・離職中,20代,男性,離職中,12,1033,1.1616650532429817,25.0,15.833333333333334,1.0,0.0
京都府京都市山科区,20代・男性・在学中,20代,男性,在学中,10,1033,0.9680542110358179,24.2,2.0,0.4,0.0
京都府京都市山科区,20代・女性・就業中,20代,女性,就業中,40,1033,3.8722168441432716,25.725,15.05,1.55,0.025
京都府京都市山科区,20代・女性・離職中,20代,女性,離職中,27,1033,2.6137463697967087,24.555555555555557,3.3333333333333335,0.9259259259259259,0.037037037037037035
京都府京都市山科区,20代・女性・在学中,20代,女性,在学中,22,1033,2.1297192642787994,23.09090909090909,2.590909090909091,0.45454545454545453,0.0
京都府京都市山科区,30代・男性・就業中,30代,男性,就業中,37,1033,3.581800580832527,34.108108108108105,11.702702702702704,1.837837837837838,0.0
京都府京都市山科区,30代・男性・離職中,30代,男性,離職中,22,1033,2.1297192642787994,34.81818181818182,13.318181818181818,1.9090909090909092,0.0
京都府京都市山科区,30代・男性・在学中,30代,男性,在学中,5,1033,0.48402710551790895,36.2,8.8,0.8,0.0
京都府京都市山科区,30代・女性・就業中,30代,女性,就業中,62,1033,6.001936108422071,33.95161290322581,7.096774193548387,1.6129032258064515,0.04838709677419355
京都府京都市山科区,30代・女性・離職中,30代,女性,離職中,32,1033,3.0977734753146176,33.9375,3.6875,1.625,0.03125
京都府京都市山科区,30代・女性・在学中,30代,女性,在学中,5,1033,0.48402710551790895,34.8,2.4,1.6,0.0
京都府京都市山科区,60代・男性・就業中,60代,男性,就業中,30,1033,2.904162633107454,64.46666666666667,12.433333333333334,2.1333333333333333,0.06666666666666667
京都府京都市山科区,60代・男性・離職中,60代,男性,離職中,29,1033,2.8073572120038723,62.758620689655174,6.689655172413793,2.3448275862068964,0.034482758620689655
京都府京都市山科区,60代・女性・就業中,60代,女性,就業中,95,1033,9.19651500484027,63.915789473684214,3.1157894736842104,1.694736842105263,0.042105263157894736
京都府京都市山科区,60代・女性・離職中,60代,女性,離職中,25,1033,2.420135527589545,63.68,5.0,1.44,0.12
京都府京都市山科区,60代・女性・在学中,60代,女性,在学中,1,1033,0.0968054211035818,62.0,2.0,1.0,0.0
京都府京都市山科区,70歳以上・男性・就業中,70歳以上,男性,就業中,13,1033,1.2584704743465636,76.61538461538461,6.538461538461538,1.3846153846153846,0.0
京都府京都市山科区,70歳以上・男性・離職中,70歳以上,男性,離職中,13,1033,1.2584704743465636,75.84615384615384,14.538461538461538,1.7692307692307692,0.0
京都府京都市山科区,70歳以上・女性・就業中,70歳以上,女性,就業中,12,1033,1.1616650532429817,72.41666666666667,5.75,1.3333333333333333,0.16666666666666666
京都府京都市山科区,70歳以上・女性・離職中,70歳以上,女性,離職中,11,1033,1.0648596321393997,72.45454545454545,3.6363636363636362,1.4545454545454546,0.18181818181818182
京都府京都市山科区,70歳以上・女性・在学中,70歳以上,女性,在学中,1,1033,0.0968054211035818,72.0,6.0,1.0,1.0
京都府京都市西京区,50代・女性・在学中,50代,女性,在学中,6,922,0.6507592190889371,56.5,4.5,1.1666666666666667,0.0
京都府京都市西京区,50代・女性・離職中,50代,女性,離職中,50,922,5.42299349240781,54.7,3.56,1.56,0.0
京都府京都市西京区,50代・女性・就業中,50代,女性,就業中,127,922,13.774403470715836,54.45669291338583,4.448818897637795,1.8031496062992125,0.031496062992125984
京都府京都市西京区,50代・男性・離職中,50代,男性,離職中,26,922,2.8199566160520604,55.19230769230769,13.153846153846153,2.0384615384615383,0.0
京都府京都市西京区,50代・男性・就業中,50代,男性,就業中,52,922,5.639913232104121,54.01923076923077,7.384615384615385,2.25,0.057692307692307696
京都府京都市西京区,30代・女性・在学中,30代,女性,在学中,2,922,0.21691973969631237,33.5,2.5,1.0,0.0
京都府京都市西京区,30代・女性・離職中,30代,女性,離職中,29,922,3.14533622559653,34.310344827586206,4.310344827586207,1.8620689655172413,0.0
京都府京都市西京区,30代・女性・就業中,30代,女性,就業中,51,922,5.531453362255966,34.568627450980394,7.0,1.8627450980392157,0.058823529411764705
京都府京都市西京区,30代・男性・在学中,30代,男性,在学中,2,922,0.21691973969631237,34.5,13.5,1.0,0.0
京都府京都市西京区,30代・男性・離職中,30代,男性,離職中,25,922,2.711496746203905,35.08,11.36,1.84,0.04
京都府京都市西京区,30代・男性・就業中,30代,男性,就業中,43,922,4.663774403470716,34.906976744186046,13.651162790697674,1.7906976744186047,0.023255813953488372
京都府京都市西京区,20代・女性・在学中,20代,女性,在学中,14,922,1.5184381778741864,21.428571428571427,2.5714285714285716,0.5714285714285714,0.07142857142857142
京都府京都市西京区,20代・女性・離職中,20代,女性,離職中,28,922,3.036876355748373,24.785714285714285,4.178571428571429,0.8214285714285714,0.03571428571428571
京都府京都市西京区,20代・女性・就業中,20代,女性,就業中,36,922,3.9045553145336225,25.694444444444443,18.666666666666668,1.5277777777777777,0.05555555555555555
京都府京都市西京区,20代・男性・在学中,20代,男性,在学中,8,922,0.8676789587852495,22.375,1.875,0.375,0.0
京都府京都市西京区,20代・男性・離職中,20代,男性,離職中,16,922,1.735357917570499,25.5625,13.125,1.25,0.0
京都府京都市西京区,20代・男性・就業中,20代,男性,就業中,23,922,2.4945770065075923,26.52173913043478,3.652173913043478,1.565217391304348,0.0
京都府京都市西京区,40代・女性・在学中,40代,女性,在学中,2,922,0.21691973969631237,43.0,51.0,1.5,0.0
京都府京都市西京区,40代・女性・離職中,40代,女性,離職中,26,922,2.8199566160520604,44.96153846153846,6.961538461538462,1.2307692307692308,0.0
京都府京都市西京区,40代・女性・就業中,40代,女性,就業中,82,922,8.893709327548807,44.390243902439025,4.7317073170731705,2.158536585365854,0.04878048780487805
京都府京都市西京区,40代・男性・在学中,40代,男性,在学中,2,922,0.21691973969631237,44.0,26.0,3.5,0.5
京都府京都市西京区,40代・男性・離職中,40代,男性,離職中,24,922,2.6030368763557483,44.125,5.791666666666667,1.9166666666666667,0.0
京都府京都市西京区,40代・男性・就業中,40代,男性,就業中,44,922,4.772234273318872,44.0,9.363636363636363,2.090909090909091,0.022727272727272728
京都府京都市西京区,70歳以上・女性・在学中,70歳以上,女性,在学中,1,922,0.10845986984815618,72.0,6.0,1.0,1.0
京都府京都市西京区,70歳以上・女性・離職中,70歳以上,女性,離職中,16,922,1.735357917570499,73.25,5.4375,1.25,0.125
京都府京都市西京区,70歳以上・女性・就業中,70歳以上,女性,就業中,19,922,2.0607375271149677,72.52631578947368,3.526315789473684,1.5789473684210527,0.21052631578947367
京都府京都市西京区,70歳以上・男性・離職中,70歳以上,男性,離職中,16,922,1.735357917570499,72.3125,12.4375,1.5625,0.0
京都府京都市西京区,70歳以上・男性・就業中,70歳以上,男性,就業中,14,922,1.5184381778741864,75.21428571428571,7.0,1.7142857142857142,0.0
京都府京都市西京区,60代・女性・離職中,60代,女性,離職中,27,922,2.928416485900217,64.74074074074075,9.407407407407407,1.4444444444444444,0.14814814814814814
京都府京都市西京区,60代・女性・就業中,60代,女性,就業中,67,922,7.266811279826464,62.8955223880597,4.6716417910447765,1.671641791044776,0.05970149253731343
京都府京都市西京区,60代・男性・離職中,60代,男性,離職中,14,922,1.5184381778741864,64.28571428571429,5.285714285714286,2.0714285714285716,0.0
京都府京都市西京区,60代・男性・就業中,60代,男性,就業中,30,922,3.2537960954446854,62.766666666666666,11.466666666666667,1.7333333333333334,0.0
京都府京都市南区,50代・男性・就業中,50代,男性,就業中,48,885,5.423728813559322,54.104166666666664,6.25,2.7708333333333335,0.020833333333333332
京都府京都市南区,50代・男性・離職中,50代,男性,離職中,25,885,2.824858757062147,54.76,9.84,2.16,0.0
京都府京都市南区,50代・男性・在学中,50代,男性,在学中,1,885,0.11299435028248588,59.0,1.0,1.0,0.0
京都府京都市南区,50代・女性・就業中,50代,女性,就業中,112,885,12.655367231638417,54.339285714285715,5.714285714285714,1.9642857142857142,0.044642857142857144
京都府京都市南区,50代・女性・離職中,50代,女性,離職中,42,885,4.745762711864407,54.11904761904762,5.119047619047619,1.7619047619047619,0.023809523809523808
京都府京都市南区,50代・女性・在学中,50代,女性,在学中,2,885,0.22598870056497175,57.5,4.5,0.5,0.0
京都府京都市南区,30代・男性・就業中,30代,男性,就業中,44,885,4.971751412429379,34.61363636363637,8.386363636363637,2.090909090909091,0.022727272727272728
京都府京都市南区,30代・男性・離職中,30代,男性,離職中,26,885,2.937853107344633,34.19230769230769,9.76923076923077,1.7692307692307692,0.0
京都府京都市南区,30代・男性・在学中,30代,男性,在学中,3,885,0.3389830508474576,36.0,14.0,1.0,0.0
京都府京都市南区,30代・女性・就業中,30代,女性,就業中,54,885,6.101694915254238,34.53703703703704,5.62962962962963,1.7777777777777777,0.05555555555555555
京都府京都市南区,30代・女性・離職中,30代,女性,離職中,33,885,3.728813559322034,35.121212121212125,4.9393939393939394,1.8181818181818181,0.0
京都府京都市南区,30代・女性・在学中,30代,女性,在学中,1,885,0.11299435028248588,34.0,1.0,1.0,0.0
京都府京都市南区,20代・男性・就業中,20代,男性,就業中,19,885,2.1468926553672314,26.57894736842105,4.631578947368421,1.8421052631578947,0.0
京都府京都市南区,20代・男性・離職中,20代,男性,離職中,17,885,1.92090395480226,26.58823529411765,14.588235294117647,1.3529411764705883,0.058823529411764705
京都府京都市南区,20代・男性・在学中,20代,男性,在学中,5,885,0.5649717514124294,23.4,2.8,0.4,0.0
京都府京都市南区,20代・女性・就業中,20代,女性,就業中,41,885,4.632768361581921,25.146341463414632,16.5609756097561,1.3414634146341464,0.024390243902439025
京都府京都市南区,20代・女性・離職中,20代,女性,離職中,34,885,3.84180790960452,24.558823529411764,5.088235294117647,0.9117647058823529,0.029411764705882353
京都府京都市南区,20代・女性・在学中,20代,女性,在学中,14,885,1.5819209039548021,22.928571428571427,2.2142857142857144,0.5714285714285714,0.07142857142857142
京都府京都市南区,40代・男性・就業中,40代,男性,就業中,39,885,4.406779661016949,44.794871794871796,8.743589743589743,2.358974358974359,0.02564102564102564
京都府京都市南区,40代・男性・離職中,40代,男性,離職中,27,885,3.050847457627119,44.55555555555556,6.592592592592593,1.5185185185185186,0.0
京都府京都市南区,40代・男性・在学中,40代,男性,在学中,2,885,0.22598870056497175,44.5,22.0,2.0,0.0
京都府京都市南区,40代・女性・就業中,40代,女性,就業中,80,885,9.03954802259887,44.9375,5.225,2.1375,0.025
京都府京都市南区,40代・女性・離職中,40代,女性,離職中,32,885,3.615819209039548,45.5625,5.5625,1.1875,0.03125
京都府京都市南区,40代・女性・在学中,40代,女性,在学中,2,885,0.22598870056497175,41.0,46.0,1.0,0.0
京都府京都市南区,70歳以上・男性・就業中,70歳以上,男性,就業中,7,885,0.7909604519774011,76.71428571428571,7.0,1.0,0.0
京都府京都市南区,70歳以上・男性・離職中,70歳以上,男性,離職中,9,885,1.0169491525423728,73.66666666666667,6.888888888888889,1.1111111111111112,0.0
京都府京都市南区,70歳以上・女性・就業中,70歳以上,女性,就業中,12,885,1.3559322033898304,73.08333333333333,3.0833333333333335,1.5833333333333333,0.08333333333333333
京都府京都市南区,70歳以上・女性・離職中,70歳以上,女性,離職中,10,885,1.1299435028248588,74.2,6.4,1.3,0.1
京都府京都市南区,60代・男性・就業中,60代,男性,就業中,24,885,2.711864406779661,64.04166666666667,6.166666666666667,2.125,0.041666666666666664
京都府京都市南区,60代・男性・離職中,60代,男性,離職中,21,885,2.3728813559322033,63.76190476190476,5.761904761904762,2.142857142857143,0.047619047619047616
京都府京都市南区,60代・女性・就業中,60代,女性,就業中,72,885,8.135593220338983,63.388888888888886,4.458333333333333,1.9583333333333333,0.05555555555555555
京都府京都市南区,60代・女性・離職中,60代,女性,離職中,27,885,3.050847457627119,63.81481481481482,9.25925925925926,1.2962962962962963,0.07407407407407407
京都府宇治市,50代・男性・就業中,50代,男性,就業中,45,873,5.154639175257731,53.86666666666667,6.155555555555556,2.422222222222222,0.022222222222222223
京都府宇治市,50代・男性・離職中,50代,男性,離職中,21,873,2.405498281786942,54.61904761904762,9.80952380952381,1.4285714285714286,0.0
京都府宇治市,50代・男性・在学中,50代,男性,在学中,1,873,0.11454753722794961,50.0,3.0,0.0,0.0
京都府宇治市,50代・女性・就業中,50代,女性,就業中,138,873,15.807560137457044,54.405797101449274,4.521739130434782,1.6884057971014492,0.036231884057971016
京都府宇治市,50代・女性・離職中,50代,女性,離職中,48,873,5.498281786941581,54.416666666666664,3.9791666666666665,1.9166666666666667,0.0
京都府宇治市,50代・女性・在学中,50代,女性,在学中,1,873,0.11454753722794961,58.0,8.0,1.0,0.0
京都府宇治市,60代・男性・就業中,60代,男性,就業中,30,873,3.436426116838488,64.16666666666667,4.066666666666666,1.2666666666666666,0.03333333333333333
京都府宇治市,60代・男性・離職中,60代,男性,離職中,19,873,2.176403207331042,64.0,9.526315789473685,3.1052631578947367,0.05263157894736842
京都府宇治市,60代・女性・就業中,60代,女性,就業中,83,873,9.507445589919817,64.10843373493977,3.6506024096385543,1.6626506024096386,0.04819277108433735
京都府宇治市,60代・女性・離職中,60代,女性,離職中,32,873,3.6655211912943875,63.65625,4.21875,1.1875,0.03125
京都府宇治市,60代・女性・在学中,60代,女性,在学中,1,873,0.11454753722794961,61.0,4.0,1.0,0.0
京都府宇治市,30代・男性・就業中,30代,男性,就業中,32,873,3.6655211912943875,34.46875,6.03125,1.9375,0.0
京都府宇治市,30代・男性・離職中,30代,男性,離職中,17,873,1.9473081328751431,34.05882352941177,11.176470588235293,1.8235294117647058,0.0
京都府宇治市,30代・男性・在学中,30代,男性,在学中,1,873,0.11454753722794961,30.0,1.0,0.0,0.0
京都府宇治市,30代・女性・就業中,30代,女性,就業中,53,873,6.0710194730813285,34.320754716981135,6.69811320754717,1.5660377358490567,0.018867924528301886
京都府宇治市,30代・女性・離職中,30代,女性,離職中,19,873,2.176403207331042,34.36842105263158,3.4210526315789473,1.4736842105263157,0.0
京都府宇治市,30代・女性・在学中,30代,女性,在学中,2,873,0.22909507445589922,36.5,1.0,1.0,0.0
京都府宇治市,70歳以上・男性・就業中,70歳以上,男性,就業中,9,873,1.0309278350515463,76.44444444444444,7.444444444444445,0.6666666666666666,0.0
京都府宇治市,70歳以上・男性・離職中,70歳以上,男性,離職中,11,873,1.2600229095074456,74.54545454545455,16.454545454545453,1.7272727272727273,0.0
京都府宇治市,70歳以上・女性・就業中,70歳以上,女性,就業中,8,873,0.9163802978235969,73.0,7.25,2.25,0.125
京都府宇治市,70歳以上・女性・離職中,70歳以上,女性,離職中,9,873,1.0309278350515463,72.0,2.7777777777777777,1.2222222222222223,0.0
京都府宇治市,40代・男性・就業中,40代,男性,就業中,39,873,4.4673539518900345,44.61538461538461,7.487179487179487,1.9487179487179487,0.05128205128205128
京都府宇治市,40代・男性・離職中,40代,男性,離職中,13,873,1.4891179839633446,44.0,6.923076923076923,2.923076923076923,0.0
京都府宇治市,40代・女性・就業中,40代,女性,就業中,78,873,8.934707903780069,45.833333333333336,3.448717948717949,2.3076923076923075,0.02564102564102564
京都府宇治市,40代・女性・離職中,40代,女性,離職中,35,873,4.009163802978236,44.68571428571428,5.0,1.6,0.02857142857142857
京都府宇治市,40代・女性・在学中,40代,女性,在学中,2,873,0.22909507445589922,43.0,6.5,1.0,0.0
京都府宇治市,20代・男性・就業中,20代,男性,就業中,20,873,2.290950744558992,26.5,4.35,1.75,0.05
京都府宇治市,20代・男性・離職中,20代,男性,離職中,7,873,0.8018327605956471,22.428571428571427,1.7142857142857142,0.5714285714285714,0.0
京都府宇治市,20代・男性・在学中,20代,男性,在学中,11,873,1.2600229095074456,21.09090909090909,1.9090909090909092,0.45454545454545453,0.0
京都府宇治市,20代・女性・就業中,20代,女性,就業中,45,873,5.154639175257731,26.022222222222222,15.066666666666666,1.6666666666666667,0.022222222222222223
京都府宇治市,20代・女性・離職中,20代,女性,離職中,31,873,3.5509736540664374,24.903225806451612,4.580645161290323,1.064516129032258,0.0967741935483871
