prefecture,municipality,location,age_bucket,gender,has_national_license,count,rarity_score,rarity_rank,latitude,longitude
東京都,港区,東京都港区,60代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,港区,東京都港区,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,狛江市,東京都狛江市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,狛江市,東京都狛江市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,狛江市,東京都狛江市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,武蔵野市,東京都武蔵野市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,武蔵野市,東京都武蔵野市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,武蔵野市,東京都武蔵野市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,武蔵野市,東京都武蔵野市,30代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,武蔵野市,東京都武蔵野市,40代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,武蔵野市,東京都武蔵野市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,武蔵野市,東京都武蔵野市,70歳以上,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
東京都,港区,東京都港区,50代,女性,True,1,1.0,S: 超希少（1人のみ）,35.69,139.69
茨城県,土浦市,茨城県土浦市,50代,男性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,土浦市,茨城県土浦市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,坂東市,茨城県坂東市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,守谷市,茨城県守谷市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,北相馬郡利根町,茨城県北相馬郡利根町,30代,女性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,北相馬郡利根町,茨城県北相馬郡利根町,60代,男性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,守谷市,茨城県守谷市,70歳以上,男性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,小美玉市,茨城県小美玉市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,常総市,茨城県常総市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,常総市,茨城県常総市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,常陸大宮市,茨城県常陸大宮市,60代,男性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,土浦市,茨城県土浦市,20代,女性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
茨城県,土浦市,茨城県土浦市,20代,男性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
京都府,京都市南区,京都府京都市南区,30代,男性,True,1,1.0,S: 超希少（1人のみ）,34.9796,135.7478
京都府,京都市南区,京都府京都市南区,40代,男性,True,1,1.0,S: 超希少（1人のみ）,34.9796,135.7478
京都府,京都市南区,京都府京都市南区,20代,男性,True,1,1.0,S: 超希少（1人のみ）,34.9796,135.7478
茨城県,守谷市,茨城県守谷市,30代,女性,False,1,1.0,S: 超希少（1人のみ）,36.34,140.45
京都府,京都市北区,京都府京都市北区,40代,女性,True,1,1.0,S: 超希少（1人のみ）,35.0397,135.7556
