row_type,prefecture,municipality,category1,category2,category3,applicant_count,avg_age,male_count,female_count,avg_qualifications,latitude,longitude,count,avg_desired_areas,employment_rate,national_license_rate,has_national_license,avg_mobility_score,total_in_municipality,market_share_pct,avg_urgency_score,inflow,outflow,net_flow,demand_count,supply_count,gap,demand_supply_ratio,rarity_score,total_applicants,top_age_ratio,female_ratio,male_ratio,top_employment_ratio,avg_qualification_count
AGE_GENDER,三重県,多気郡明和町,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,度会郡大紀町,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,度会郡度会町,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,度会郡玉城町,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,志摩市,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,志摩市,40代,女性,,,47.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,志摩市,50代,女性,,,53.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,松阪市,20代,女性,,,27.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,松阪市,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,松阪市,40代,男性,,,47.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,松阪市,50代,女性,,,55.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,松阪市,50代,男性,,,55.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,松阪市,60代,女性,,,63.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,桑名市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,桑名市,30代,女性,,,31.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,桑名市,40代,男性,,,42.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,桑名市,60代,女性,,,66.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,津市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,津市,30代,女性,,,31.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,津市,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,津市,40代,女性,,,47.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,津市,40代,男性,,,48.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,津市,50代,男性,,,55.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,津市,60代,女性,,,63.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,鈴鹿市,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,鈴鹿市,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,鈴鹿市,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,鈴鹿市,40代,男性,,,42.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,鈴鹿市,60代,女性,,,63.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,三重県,鳥羽市,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,20代,女性,,,25.41860465116279,,,,,,43.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,20代,男性,,,26.529411764705884,,,,,,34.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,30代,女性,,,35.13953488372093,,,,,,43.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,30代,男性,,,35.23809523809524,,,,,,42.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,40代,女性,,,44.98,,,,,,50.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,40代,男性,,,44.65151515151515,,,,,,66.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,50代,女性,,,53.92134831460674,,,,,,89.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,50代,男性,,,53.666666666666664,,,,,,51.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,60代,女性,,,63.62162162162162,,,,,,37.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,60代,男性,,,64.06060606060606,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,70歳以上,女性,,,73.4,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,,70歳以上,男性,,,71.14285714285714,,,,,,7.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,20代,女性,,,26.5,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,20代,男性,,,23.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,30代,女性,,,32.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,30代,男性,,,35.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,40代,女性,,,46.8,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,40代,男性,,,40.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,50代,女性,,,53.666666666666664,,,,,,9.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,50代,男性,,,52.25,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,60代,女性,,,62.75,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,60代,男性,,,64.0,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡与謝野町,70歳以上,男性,,,72.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡伊根町,20代,女性,,,29.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡伊根町,30代,女性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,与謝郡伊根町,60代,男性,,,66.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,20代,女性,,,26.77777777777778,,,,,,9.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,20代,男性,,,24.6,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,30代,女性,,,34.25,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,30代,男性,,,35.833333333333336,,,,,,6.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,40代,女性,,,45.10526315789474,,,,,,19.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,40代,男性,,,45.0,,,,,,8.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,50代,女性,,,55.0,,,,,,28.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,50代,男性,,,55.166666666666664,,,,,,6.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,60代,女性,,,64.57142857142857,,,,,,7.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,60代,男性,,,62.2,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,久世郡久御山町,70歳以上,男性,,,74.0,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,20代,女性,,,22.25,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,20代,男性,,,24.0,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,30代,女性,,,35.27272727272727,,,,,,11.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,30代,男性,,,30.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,40代,女性,,,45.9,,,,,,10.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,40代,男性,,,45.333333333333336,,,,,,6.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,50代,女性,,,54.65,,,,,,20.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,50代,男性,,,54.833333333333336,,,,,,6.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,60代,女性,,,64.14285714285714,,,,,,14.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,60代,男性,,,60.333333333333336,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,70歳以上,女性,,,71.5,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,乙訓郡大山崎町,70歳以上,男性,,,71.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,20代,女性,,,24.884615384615383,,,,,,26.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,20代,男性,,,23.833333333333332,,,,,,18.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,30代,女性,,,33.625,,,,,,32.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,30代,男性,,,34.608695652173914,,,,,,23.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,40代,女性,,,45.12244897959184,,,,,,49.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,40代,男性,,,44.95,,,,,,20.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,50代,女性,,,53.666666666666664,,,,,,54.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,50代,男性,,,53.75,,,,,,12.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,60代,女性,,,63.361111111111114,,,,,,36.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,60代,男性,,,64.42857142857143,,,,,,21.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,70歳以上,女性,,,72.66666666666667,,,,,,6.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,亀岡市,70歳以上,男性,,,73.9090909090909,,,,,,11.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,20代,女性,,,25.636363636363637,,,,,,11.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,20代,男性,,,22.5,,,,,,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,30代,女性,,,34.0,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,30代,男性,,,33.0,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,40代,女性,,,47.25,,,,,,4.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,50代,女性,,,54.75,,,,,,16.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,50代,男性,,,54.2,,,,,,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,60代,女性,,,64.55555555555556,,,,,,9.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,60代,男性,,,64.33333333333333,,,,,,3.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京丹後市,70歳以上,女性,,,75.0,,,,,,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,20代,女性,,,24.21875,,,,,,32.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,20代,男性,,,23.444444444444443,,,,,,9.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,30代,女性,,,33.4375,,,,,,16.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,30代,男性,,,33.5,,,,,,18.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,40代,女性,,,45.666666666666664,,,,,,54.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,40代,男性,,,44.38095238095238,,,,,,21.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,50代,女性,,,54.72727272727273,,,,,,55.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,50代,男性,,,54.5,,,,,,24.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,60代,女性,,,63.743589743589745,,,,,,39.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,60代,男性,,,64.73333333333333,,,,,,15.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,70歳以上,女性,,,72.75,,,,,,8.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京田辺市,70歳以上,男性,,,75.81818181818181,,,,,,11.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,20代,女性,,,24.91304347826087,,,,,,46.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,20代,男性,,,25.58823529411765,,,,,,34.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,30代,女性,,,33.51020408163265,,,,,,49.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,30代,男性,,,34.4,,,,,,50.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,40代,女性,,,45.09375,,,,,,64.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,40代,男性,,,44.93023255813954,,,,,,43.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,50代,女性,,,54.62244897959184,,,,,,98.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,50代,男性,,,54.375,,,,,,48.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,60代,女性,,,63.925,,,,,,80.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,60代,男性,,,64.06818181818181,,,,,,44.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,70歳以上,女性,,,73.75757575757575,,,,,,33.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市上京区,70歳以上,男性,,,73.91304347826087,,,,,,23.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市下京区,20代,女性,,,24.896103896103895,,,,,,77.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市下京区,20代,男性,,,25.457142857142856,,,,,,35.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市下京区,30代,女性,,,33.56578947368421,,,,,,76.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市下京区,30代,男性,,,34.83783783783784,,,,,,74.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市下京区,40代,女性,,,44.88775510204081,,,,,,98.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市下京区,40代,男性,,,44.95,,,,,,80.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市下京区,50代,女性,,,54.203947368421055,,,,,,152.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市下京区,50代,男性,,,54.47457627118644,,,,,,59.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
AGE_GENDER,京都府,京都市下京区,60代,女性,,,63.48809523809524,,,,,,84.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,
